"","PROVIDER_ID","L1","L2","L3"
"8871","AC0EC167-1215-472B-AC41-5F807BD6A013","Dietary & Nutritional Service Providers","Dietitian, Registered","General - Not specified"
"8872","F84F691D-8FEC-4ED0-8736-AB66B8CC4E9C","Nursing Service Providers","Registered Nurse","General - Not specified"
"8873","AD65E0EA-0DC2-4BB4-AAE1-53C69289A092","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"8874","A1C2A066-43EA-4DA6-AC0A-E2DF8B8B9BF8","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8875","BF183B9B-1F70-4338-8A1B-F2049682F6D0","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"8876","275186E9-47F6-40BD-B3BB-C155357417AA","Other Service Providers","Naturopath","General - Not specified"
"8877","6EEC01ED-D4D8-4399-BAB2-30B1BB4D2352","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"8878","7075D3A3-CFE4-4926-91D9-AB68B6549CD2","Allopathic & Osteopathic Physicians","Family Medicine","Sports Medicine"
"8879","E897C78F-5B06-4912-8E34-2BA92674E414","Nursing Service Providers","Registered Nurse","Psych/Mental Health"
"8880","A1F2D08F-D584-4932-9D2B-CAA3D336392C","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8881","31C742B0-D367-44AD-A05C-CA3AF936D3EF","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8882","5951870F-ACD7-4E24-A137-3AA8B191842E","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8883","A29A3BD1-7413-4A19-B31A-2EA041CB00C1","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"8884","0761CC42-CD2C-4BE4-98B2-8C5AFCD73E61","Allopathic & Osteopathic Physicians","General Practice","General - Not specified"
"8885","859B7902-D515-4123-99DB-367EC29D5957","Ambulatory Health Care Facilities","Clinic/Center","Public Health, State or Local"
"8886","5DE29DC3-EFAA-463D-86F7-9D22F46047F3","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"8887","8DCD15E2-4D9B-4076-BE8B-8CBD5EAF0EB1","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8888","2AAD9BF7-E939-4047-A2D5-993434B2568C","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"8889","9986BA32-9DFE-411A-A7BF-F00103D2647A","Dental Providers","Dentist","General Practice"
"8890","A2C29176-7B5D-4B94-9512-692EB6F81EEA","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8891","EB9CD1B6-4897-4BDD-B278-0FB3668FF6ED","Other Service Providers","Case Manager/Care Coordinator","General - Not specified"
"8892","FE41803D-255F-4644-A4A6-7EA910505BC5","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"8893","A12201FF-BA71-4CAE-8E49-A940794FA4BD","Physician Assistants & Advanced Practice Nursing Providers","Advanced Practice Midwife","General - Not specified"
"8894","BE5DCE06-6178-4EB7-B726-717B2242F591","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"8895","6282897C-A2A8-45B5-836A-93610CAF713E","Allopathic & Osteopathic Physicians","Ophthalmology","General - Not specified"
"8896","600C1869-7ECB-4DEA-94E4-35EFE862AC3E","Allopathic & Osteopathic Physicians","Surgery","Trauma Surgery"
"8897","01190C01-9347-42B2-8E98-2296A779D8B4","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Gerontology"
"8898","E00EF7D4-07D6-417E-97A4-B0835B6ED64A","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"8899","A85B294D-73AC-4928-9895-39646C912B7F","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8900","C84C885B-31E2-441B-840A-5C371F97D8F4","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"8901","C112257A-9CC8-490D-B4EC-77EECB6D95A0","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"8902","5D8F0673-8980-4DCB-B9B8-BF74AB225BF7","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"8903","F1BD3611-C730-4B56-9196-C2E9AB51A09C","Physician Assistants & Advanced Practice Nursing Providers","Advanced Practice Midwife","General - Not specified"
"8904","05092C36-F6E5-4946-85EC-82B418F38744","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"8905","D11E19A9-FD81-457D-BC54-ACCA2B4C2E0D","Other Service Providers","Naturopath","General - Not specified"
"8906","99C4F3AD-A894-4F26-8ADC-DA6558191A58","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"8907","4E965509-065F-4D3A-802A-AC73413A4800","Physician Assistants & Advanced Practice Nursing Providers","Advanced Practice Midwife","General - Not specified"
"8908","15C17FAD-FAD0-474A-8443-29C04FA24737","Other Service Providers","Case Manager/Care Coordinator","General - Not specified"
"8909","4C8DA570-3407-406F-ABAF-D837106BC38E","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"8910","EFA40C0F-8250-4E19-9D31-B8226E990175","Behavioral Health & Social Service Providers","Marriage & Family Therapist","General - Not specified"
"8911","3EF17641-9A82-4E70-B73F-914D0C4C15DE","Dental Providers","Dentist","General - Not specified"
"8912","0EDB7B75-0BC6-4C23-8966-9ABC842C461E","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","Medical"
"8913","28968C2A-7099-4B67-8B7F-123429F48438","Allopathic & Osteopathic Physicians","Anesthesiology","General - Not specified"
"8914","CDFDAC36-8B15-4697-8A53-A9FDCA64FB0A","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"8915","8579184F-A35D-4907-B5F7-001FC5F8CC5C","Allopathic & Osteopathic Physicians","Surgery","Surgical Oncology"
"8916","E81B0BCC-0E67-4F40-8E81-F87CD80FD7C6","Other Service Providers","Acupuncturist","General - Not specified"
"8917","2D2C7A38-A2E1-4CEC-B013-18DECC8457B0","Dietary & Nutritional Service Providers","Dietitian, Registered","Nutrition, Pediatric"
"8918","3FA2E5FC-B363-4670-8B29-C0439006E458","Other Service Providers","Naturopath","General - Not specified"
"8919","AD2B9912-5A7D-42F0-B3AD-A63990689BC9","Other Service Providers","Midwife","General - Not specified"
"8920","C70E110C-8B23-4E35-ADC0-9BC1927B6E6E","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Adult Health"
"8921","C43788A8-22F9-4964-8444-30077CC6EF54","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"8922","4FF60038-B773-45CA-932A-9F9EBDBBAA1B","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"8923","829F98C0-DC52-41C8-AA1C-5175F895B278","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"8924","DD35D48F-9936-4EDF-91EC-499712A62499","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"8925","A35A9D87-E800-4C15-ABAC-663CF65E0BE8","Nursing Service Providers","Registered Nurse","General - Not specified"
"8926","6240CA76-2BCB-4412-B0CA-622E03D54A89","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"8927","1AC0036A-DF4A-4320-B05A-DF91D0C8F372","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8928","A4F994FA-DFAE-45A0-8331-E77235437BB6","Behavioral Health & Social Service Providers","Counselor","Professional"
"8929","403FA727-A96C-4C02-B7FE-4E53B43188FD","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8930","09757458-9521-4151-936F-9FCD08C85137","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"8931","C49D917A-4BCC-4061-8539-23976B029E52","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8932","0DA357D4-C492-45D1-BDC7-31856E3B38FB","Allopathic & Osteopathic Physicians","Pediatrics","Adolescent Medicine"
"8933","E416CF78-B3F5-4AB2-9F5C-1E81525E5FDC","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8934","D9D166AE-26A1-4F69-9411-23904AADBA0E","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"8935","D8F25800-A9A4-44EF-AD05-7791E31F0B50","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"8936","5DA35910-6840-4E43-8424-D85A7B349153","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"8937","56E02537-2041-4414-87BC-227A8F788F14","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"8938","DD334D39-CB61-4048-A812-0C6ACFBFA6E7","Pharmacy Service Providers","Pharmacist","General - Not specified"
"8939","7B5C9D45-9EDF-48B4-9C8F-449E5116A4EC","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"8940","F687EA41-087A-4FCA-828F-4F92726BBA64","Dietary & Nutritional Service Providers","Dietitian, Registered","General - Not specified"
"8941","C028C188-7D0C-4991-B742-384404274255","Nursing Service Providers","Registered Nurse","Community Health"
"8942","7B1532E3-48E6-4B47-84AF-A3F0A7D07D4E","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"8943","E72E42FA-BDD0-4067-BB7B-1CD90D5A08DA","Behavioral Health & Social Service Providers","Counselor","Professional"
"8944","320D4DB0-40F7-4939-BC0B-1CBE5D66AD49","Nursing Service Providers","Registered Nurse","Community Health"
"8945","71DC2511-CA00-47B8-9E05-8E791FE4E7DE","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8946","AC204371-06D4-4368-83ED-D565B7856989","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8947","624F37BA-D081-43AF-A584-023DBF80EB22","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8948","9F26EC58-CD5E-44A7-A329-692BC25E0460","Allopathic & Osteopathic Physicians","Surgery","General - Not specified"
"8949","D36CBBA5-272F-4727-85D9-EEEDDF259292","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"8950","A2A75C48-72E1-40C6-ACA4-2C9A4C89B29A","Behavioral Health & Social Service Providers","Counselor","Professional"
"8951","53542C69-2F3D-49EA-9BEA-F7B490600443","Allopathic & Osteopathic Physicians","Surgery","General - Not specified"
"8952","83F1ABF4-E79B-40CB-8A6A-C38D3A4C0928","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"8953","02A4CF71-C53C-4829-839E-A35A83D00E99","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"8954","113B402B-9947-4FE0-B929-AAA8BEA34924","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Adult Health"
"8955","2754A7AF-BF79-48BA-B25E-D1A396B811B6","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"8956","C710EA9F-139D-4D95-95BD-FBC03906CA35","Nursing Service Providers","Registered Nurse","General - Not specified"
"8957","89974A27-B9CF-4D16-9218-669647E7FBDD","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"8958","366E5D11-8B7F-4DEC-AC20-04E8C32EE2DC","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Psych/Mental Health"
"8959","305FC236-C669-4767-8BC6-698702306FED","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8960","6CC59653-15A3-4C9F-8194-3E2530691238","Other Service Providers","Naturopath","General - Not specified"
"8961","2FFFE0FF-D291-4EB1-A1D8-8AE5AB70CF9E","Behavioral Health & Social Service Providers","Social Worker","General - Not specified"
"8962","728E629F-C182-4016-B4EF-A385260189BC","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"8963","82476E8A-0073-406A-A90A-54918CC4ACD2","Allopathic & Osteopathic Physicians","Ophthalmology","General - Not specified"
"8964","B7E9A95E-5925-42E5-AEBD-891383BDF09E","Physician Assistants & Advanced Practice Nursing Providers","Advanced Practice Midwife","General - Not specified"
"8965","CF1DA4DE-DCB3-43F7-B0DE-11CD11948C9A","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8966","A8B03F21-2E96-4D67-AF1C-1DF8744BA68F","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8967","2213C53A-5469-43BD-9D26-6AD71CA5EDEF","Pharmacy Service Providers","Pharmacist","Ambulatory Care"
"8968","9365B85B-D6A9-4327-9708-7B83379689B4","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8969","55EE7FF3-6290-4232-BC6A-A4D75E65B353","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"8970","CDE83E59-512D-464E-A040-70866668D491","Behavioral Health & Social Service Providers","Social Worker","General - Not specified"
"8971","E5222CFD-4E03-4602-982F-47F9A300A87A","Behavioral Health & Social Service Providers","Social Worker","General - Not specified"
"8972","1C434735-4D57-4FC7-BAF6-33627F6A166C","Physician Assistants & Advanced Practice Nursing Providers","Clinical Nurse Specialist","Psych/Mental Health"
"8973","BA9B3664-05D3-4B36-B24A-834255CF0D5E","Pharmacy Service Providers","Pharmacist","General - Not specified"
"8974","AA646A5F-FC5C-4DD6-A7B0-8E8F11D25E60","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8975","0AA80872-D6BD-4410-838A-4CA736440E95","Allopathic & Osteopathic Physicians","Internal Medicine","Medical Oncology"
"8976","515DA0F7-F39E-4BAE-8193-7B3C72F55F17","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8977","E8A92D1B-F7F0-47DE-B847-3052BF267870","Allopathic & Osteopathic Physicians","Ophthalmology","Ophthalmic Plastic and Reconstructive Surgery"
"8978","BAE514BF-1650-4003-BE0F-DC423E91786B","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"8979","9A753C5E-F669-4BE7-A230-86F74D89AA59","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"8980","4FDBFFA6-BB35-4A97-99E2-2B3047D2AAF2","Allopathic & Osteopathic Physicians","Otolaryngology","General - Not specified"
"8981","7794D7C2-F347-4217-BF72-9CBD94B6E678","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Primary Care"
"8982","3C8DBC18-5F32-47B1-A5D7-24B0454B6564","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8983","4E2E3E0E-8D39-44B8-8D63-60970017353D","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"8984","A4E97769-D390-4522-B573-6F7EA4009FE1","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"8985","74F603C8-F132-49E2-8A16-13FDE0A813C3","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8986","FF612296-E9A1-4E24-BAA5-2BD6CE824907","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"8987","BB17CD42-F67F-4FA4-9302-C675F5BC29AA","Nursing Service Providers","Registered Nurse","General - Not specified"
"8988","1D0FBACA-76EE-4812-94E9-FEA758BAD27E","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8989","22988B12-7CD4-4D8E-9732-6A4F817044FC","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Psych/Mental Health"
"8990","4ADC37B3-72DF-47D4-9F8B-805ECDF86827","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"8991","8FA71019-EBBB-450F-89AC-FEB249DF972E","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Geriatric Psychiatry"
"8992","1DD99BFD-ED21-469D-9741-684E0701DE97","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"8993","145C4469-A1D1-439D-8C00-F923A7B5C415","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","Reproductive Endocrinology"
"8994","6E938769-F64C-4C35-AD70-A33776868282","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"8995","C525C866-8B2F-4AB5-AFB7-C548BA95B513","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"8996","C12E02AD-FEFE-4FD1-AD52-A9B637750E28","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"8997","EF50464F-7AD6-4CD5-9CAC-6FFAECC1B4C3","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"8998","D670BB40-E9BD-4E90-B25A-35914AF0514E","Dental Providers","Dentist","General Practice"
"8999","789F9763-8716-4788-9A5F-F450A006FDB3","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9000","DFF14D69-9E92-4B07-9776-69C4686DBDD8","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"9001","8DD008CA-3371-41D5-829C-B029DC269D41","Allopathic & Osteopathic Physicians","Internal Medicine","Pulmonary Disease"
"9002","B7FBB399-754F-4781-BF89-91F45342D009","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Adult Health"
"9003","419BFA95-6DB0-4143-AB88-61A3FC6FE4C5","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"9004","3E21A5B0-31CF-417A-B47D-7FA365094205","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9005","A03CE67D-CD4F-4E34-B981-2588206954F1","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9006","E0F6ACA4-DA62-48C2-935B-486E2EB963B4","Nursing Service Providers","Registered Nurse","General - Not specified"
"9007","1FD4A940-A6BB-43C6-8439-9FE619F645B0","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9008","CF8F779D-7E56-4984-B0BA-3C0D57D94B36","Pharmacy Service Providers","Pharmacist","General - Not specified"
"9009","7E8302EB-B5F9-49BE-B46D-EA7A38694CDE","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9010","3EDED532-6190-4680-B2AE-CCCCB47314B6","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"9011","E890F6F3-A3BF-44AD-B97E-7BAE9DF9DC0C","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"9012","ED0F5829-3DD2-4D1D-9991-875328305075","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9013","1E412155-E57F-49A5-B4A7-65B1599FC8A0","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"9014","3B08143D-7F59-456E-AFBF-C26700DEF124","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"9015","55A0849F-D78A-46FA-80A0-13EF23524FDD","Other Service Providers","Community Health Worker","General - Not specified"
"9016","261E6868-67DF-4A76-962D-BD350994710D","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9017","0E98F0D1-15B3-421E-B28A-08DDAFC7263D","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"9018","F2820144-0B52-4309-82AB-416E8BC55F36","Nursing Service Providers","Registered Nurse","General - Not specified"
"9019","6B394EA1-0978-490C-97CD-C7F7FA366CAD","Nursing Service Providers","Registered Nurse","General - Not specified"
"9020","9E99816B-E56E-4604-9B68-48636947EB87","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Neurology"
"9021","45E95BF9-5029-4199-B7D0-743B02C91C86","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Women's Health"
"9022","367A23FC-DF0E-4D69-A9EC-B5011D739FE2","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"9023","F76EA0DF-ABB7-4353-BE1C-DB9D7781F828","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"9024","D537EDE2-157A-4227-A399-DB2FAB04262C","Allopathic & Osteopathic Physicians","Internal Medicine","Endocrinology, Diabetes & Metabolism"
"9025","E239F4CC-5B80-4FD8-A70A-E5E96FCBBEF8","Other Service Providers","Acupuncturist","General - Not specified"
"9026","CDFC45F9-ED98-4605-B687-20FD79C40836","Nursing Service Providers","Registered Nurse","General - Not specified"
"9027","009EE6D7-CAFB-4425-AE43-ADB9C77F0745","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9028","894BD3D9-3D75-4323-85F9-3010A19B35F7","Dental Providers","Dental Hygienist","General - Not specified"
"9029","E42660B6-2996-481A-8576-A42A088D1164","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"9030","3D0EE80D-FAB9-4732-BDC2-EAA3A0A87A11","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"9031","78F3DA26-C672-4049-A225-04257CF0E64D","Behavioral Health & Social Service Providers","Counselor","General - Not specified"
"9032","4A64C14D-D707-458E-8965-C54BE79D929B","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"9033","D9EFC9AA-FFA6-45F7-9AFE-71B30764928D","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9034","B4AD8254-F905-4EE5-8005-29AEB48DA850","Other Service Providers","Naturopath","General - Not specified"
"9035","79D1BD2C-E009-4304-A334-A011C23EB3B9","Allopathic & Osteopathic Physicians","Dermatology","General - Not specified"
"9036","ED5BE217-0DFA-4DBF-931E-EF92271E8399","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"9037","596D18A7-A859-4515-A167-0E21DA844442","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9038","BC3B317B-9A10-4962-B61F-2AD232358363","Behavioral Health & Social Service Providers","Psychologist","Clinical"
"9039","0831E22D-C8C6-4BA5-9474-1FA844ECC760","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9040","99C1C44B-EDEB-4FB0-A382-2067555BE25D","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"9041","008D1EF7-2C94-4B9C-9DF7-7BE7EE1E4B70","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"9042","A19C20CD-E28B-4E93-8B52-5218BBE7E643","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"9043","CA1A9266-B6F2-406A-B7F3-0D0507FAF523","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9044","40A6EAF0-827B-4331-BB59-C7D3AEE1D10A","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"9045","03961AFA-CF7C-4F2F-96BC-7AAFF51E41EA","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"9046","78AE3CF8-2224-4EFB-B97B-0545F990D838","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"9047","941FD4EB-F2EE-4FB5-BCDE-A17BF7F4B467","Nursing Service Providers","Registered Nurse","Addiction (Substance Use Disorder)"
"9048","04D9C0C9-A0C2-4B95-860C-6073F20641E3","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9049","7F5398CD-7F57-42F1-8901-4B9BC78C0996","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9050","61F5E1DA-56EE-4B20-AC19-CD3E078B9923","Allopathic & Osteopathic Physicians","Internal Medicine","Gastroenterology"
"9051","DC5440E1-8F40-4DC9-B58E-9DF6A72914C2","Nursing Service Providers","Registered Nurse","General - Not specified"
"9052","AE9E9BB9-36AD-4148-B8C2-DDD9C7418332","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Psych/Mental Health"
"9053","32D1A512-7B07-4B70-AD17-8B4102125701","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9054","4D9837FF-F33F-46FB-AF9C-C68B57A8ED04","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9055","FF9B9BEB-BCF9-4E4C-9986-7962F5D0FF13","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9056","2E015617-E1A9-4F6F-AC10-AF8D16BAD56B","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"9057","7ED01C11-F272-413E-A60F-F547983B3988","Nursing Service Providers","Registered Nurse","General - Not specified"
"9058","CA408533-8CE9-41C4-A24F-8F4051FD08DD","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"9059","49EB7E9A-4A4F-420A-96CC-071D8EE5494A","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"9060","E23C7528-6D46-4CDA-A00B-7CADACE7B701","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"9061","5301C9B9-3BB2-4C9B-B2ED-6C7F11B6DD82","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"9062","37ACF3DD-4823-4A40-AE51-C3557F4D2B61","Other Service Providers","Naturopath","General - Not specified"
"9063","B54CCE9C-A5CD-411A-8F8F-A63E03377C8F","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9064","76C19911-1AD6-48AA-9F68-4AA0E9ED0D4A","Behavioral Health & Social Service Providers","Psychologist","Clinical"
"9065","5659C96C-3682-4EBD-A17A-04A30411EC70","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9066","1441F6D7-1B4B-403A-93F3-B13A4EFAEDBD","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"9067","E044548F-C004-4D62-905F-CCDD6C854509","Other Service Providers","Naturopath","General - Not specified"
"9068","2024AFAA-EAAE-4F73-BF74-A4D98BB44DF0","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9069","9C579A82-50AD-4FF7-808B-2A052D2F8B15","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"9070","27FA038B-EA04-4280-A532-4A38853E5996","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9071","195851DC-63C1-4F5D-A42F-CC0F547F63E4","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9072","8CA5A29F-DBDA-4E03-8761-8532D8D101F2","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9073","7E54FC29-99EB-4816-8114-20B5C64DF1C8","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9074","34D2D4FA-F8DB-47CD-A37B-7373018F168A","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"9075","F24CB228-628E-4886-8E95-39C9D943C94E","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9076","9C181BFB-B03B-4319-AE19-140802864118","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"9077","5A190DAC-5F61-4EED-B66B-9F3F7AE414E8","Behavioral Health & Social Service Providers","Psychologist","Clinical"
"9078","5B54A37E-8C72-4465-9137-C0C1BC183302","Behavioral Health & Social Service Providers","Social Worker","General - Not specified"
"9079","C307DCCB-4F63-4A92-8CF1-8471C97FBA47","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"9080","9DA30B20-65F1-4A77-A123-C5212A80D6C0","Nursing Service Providers","Registered Nurse","General - Not specified"
"9081","6323F413-302A-4227-8577-15897EA8CBF7","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"9082","493BE701-5D2E-428E-B545-BFAFB61AB069","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"9083","88F1D94F-8218-4A06-97B8-2345B6003C15","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"9084","5B123DE3-054B-4B7A-AD3D-4B6538BF79B0","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"9085","48D27440-E3C6-4D8B-8DA6-B28C0DA9EB16","Allopathic & Osteopathic Physicians","Internal Medicine","Endocrinology, Diabetes & Metabolism"
"9086","4081BDA7-856D-4571-826F-7FCB4195BC59","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
